"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"ATP1A2","1461270","VCV001461270","migraine","Familial hemiplegic migraine | not specified | AllHighlyPenetrant","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1462397","VCV001462397","migraine","Familial hemiplegic migraine | not provided | none provided | Not Provided","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1463807","VCV001463807","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1463968","VCV001463968","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1466692","VCV001466692","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1466711","VCV001466711","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1466869","VCV001466869","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1468504","VCV001468504","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1468678","VCV001468678","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1471341","VCV001471341","migraine","Familial hemiplegic migraine","Likely pathogenic","""migraine""","ClinVar_XML"
"ATP1A2","1472377","VCV001472377","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1481319","VCV001481319","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1484261","VCV001484261","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1486680","VCV001486680","migraine","Familial hemiplegic migraine | Developmental and epileptic encephalopathy 98 | DEE98","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1487881","VCV001487881","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1494022","VCV001494022","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1496755","VCV001496755","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1498532","VCV001498532","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1502529","VCV001502529","migraine","Inborn genetic diseases | Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1503799","VCV001503799","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1504500","VCV001504500","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1508258","VCV001508258","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1508728","VCV001508728","migraine","Familial hemiplegic migraine | not provided | none provided | Not Provided","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1508823","VCV001508823","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1513322","VCV001513322","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1514709","VCV001514709","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1515848","VCV001515848","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1523808","VCV001523808","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1526131","VCV001526131","migraine","Familial hemiplegic migraine | Developmental and epileptic encephalopathy 98 | DEE98","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1529995","VCV001529995","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1532143","VCV001532143","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1532863","VCV001532863","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1533796","VCV001533796","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1536913","VCV001536913","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1538939","VCV001538939","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1540277","VCV001540277","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1540753","VCV001540753","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1540754","VCV001540754","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1543517","VCV001543517","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1544213","VCV001544213","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1545211","VCV001545211","migraine","AllHighlyPenetrant | not specified | Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1548208","VCV001548208","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1549978","VCV001549978","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1550341","VCV001550341","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1553513","VCV001553513","migraine","Familial hemiplegic migraine","Benign","""migraine""","ClinVar_XML"
"ATP1A2","1554121","VCV001554121","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1554412","VCV001554412","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1555376","VCV001555376","migraine","not provided | none provided | Familial hemiplegic migraine | Not provided","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1557546","VCV001557546","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1559234","VCV001559234","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1560516","VCV001560516","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1561404","VCV001561404","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1563024","VCV001563024","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1563686","VCV001563686","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1564862","VCV001564862","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1565476","VCV001565476","migraine","Inborn genetic diseases | Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1565883","VCV001565883","migraine","AllHighlyPenetrant | not specified | Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1566001","VCV001566001","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1566616","VCV001566616","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1567100","VCV001567100","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1568504","VCV001568504","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1568575","VCV001568575","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1569189","VCV001569189","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1570708","VCV001570708","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1570941","VCV001570941","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1571305","VCV001571305","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1572198","VCV001572198","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1573277","VCV001573277","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1575563","VCV001575563","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1576957","VCV001576957","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1578039","VCV001578039","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1579487","VCV001579487","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1581680","VCV001581680","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1582666","VCV001582666","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1582727","VCV001582727","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1590702","VCV001590702","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1595868","VCV001595868","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1597658","VCV001597658","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1604723","VCV001604723","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1604920","VCV001604920","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1605185","VCV001605185","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1606547","VCV001606547","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1612473","VCV001612473","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1612474","VCV001612474","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1617252","VCV001617252","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1623704","VCV001623704","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1624240","VCV001624240","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1629415","VCV001629415","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1629855","VCV001629855","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1631569","VCV001631569","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1631724","VCV001631724","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1632814","VCV001632814","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1637810","VCV001637810","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1638353","VCV001638353","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1639669","VCV001639669","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1640280","VCV001640280","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1641644","VCV001641644","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1643898","VCV001643898","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1646911","VCV001646911","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1648857","VCV001648857","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1648978","VCV001648978","migraine","Familial hemiplegic migraine | none provided | not provided | Not Provided","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1651990","VCV001651990","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1652816","VCV001652816","migraine","Familial hemiplegic migraine","Benign","""migraine""","ClinVar_XML"
"ATP1A2","1654431","VCV001654431","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1654577","VCV001654577","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1655322","VCV001655322","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1655904","VCV001655904","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1660826","VCV001660826","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1663669","VCV001663669","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1665103","VCV001665103","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1666517","VCV001666517","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1670514","VCV001670514","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1671270","VCV001671270","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1672127","VCV001672127","migraine","Familial hemiplegic migraine","Likely benign","""migraine""","ClinVar_XML"
"ATP1A2","1678277","VCV001678277","migraine","Familial hemiplegic migraine | not provided | none provided | Not provided","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1683264","VCV001683264","migraine","not specified | AllHighlyPenetrant | Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1691206","VCV001691206","migraine","Familial hemiplegic migraine | not provided | none provided | Not Provided","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1700898","VCV001700898","migraine","Familial hemiplegic migraine | none provided | not provided | Not Provided","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1709000","VCV001709000","migraine","Migraine, familial hemiplegic, 2 | FHM2 | MHP2","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1709621","VCV001709621","migraine","Migraine, familial hemiplegic, 2 | FHM2 | MHP2","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1709859","VCV001709859","migraine","Migraine, familial hemiplegic, 2 | FHM2 | MHP2","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1714447","VCV001714447","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1715108","VCV001715108","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1716051","VCV001716051","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1717101","VCV001717101","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1719615","VCV001719615","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1719913","VCV001719913","migraine","Familial hemiplegic migraine","Pathogenic","""migraine""","ClinVar_XML"
"ATP1A2","1720296","VCV001720296","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1721414","VCV001721414","migraine","Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1733090","VCV001733090","migraine","Familial hemiplegic migraine | Inborn genetic diseases","Uncertain significance","""migraine""","ClinVar_XML"
"ATP1A2","1759105","VCV001759105","migraine","Inborn genetic diseases | Familial hemiplegic migraine","Uncertain significance","""migraine""","ClinVar_XML"
