"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"BAP1","4728642","VCV004728642","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | COMMON Syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4730498","VCV004730498","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | COMMON Syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4732046","VCV004732046","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4732514","VCV004732514","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4732699","VCV004732699","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4732844","VCV004732844","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4733472","VCV004733472","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4733589","VCV004733589","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4734228","VCV004734228","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4734251","VCV004734251","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4734252","VCV004734252","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4734379","VCV004734379","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4735228","VCV004735228","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4736788","VCV004736788","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4736995","VCV004736995","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4737471","VCV004737471","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4738483","VCV004738483","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4739079","VCV004739079","cancer","BAP1-related tumor predisposition syndrome | BAP1 tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4739552","VCV004739552","cancer","BAP1-related tumor predisposition syndrome | BAP1 tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4740193","VCV004740193","cancer","BAP1-related tumor predisposition syndrome | BAP1 tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4740356","VCV004740356","cancer","BAP1-related tumor predisposition syndrome | BAP1 tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4740368","VCV004740368","cancer","BAP1-related tumor predisposition syndrome | BAP1 tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4741030","VCV004741030","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4741041","VCV004741041","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4741073","VCV004741073","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4741074","VCV004741074","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4741080","VCV004741080","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4741093","VCV004741093","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4741706","VCV004741706","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4742155","VCV004742155","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4742179","VCV004742179","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4742187","VCV004742187","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4742200","VCV004742200","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4742208","VCV004742208","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4742480","VCV004742480","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4743292","VCV004743292","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4743301","VCV004743301","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4743340","VCV004743340","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4743356","VCV004743356","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4744566","VCV004744566","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4744568","VCV004744568","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4744587","VCV004744587","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4744593","VCV004744593","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4745855","VCV004745855","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4746728","VCV004746728","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4749120","VCV004749120","cancer","COMMON Syndrome | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4749148","VCV004749148","cancer","COMMON Syndrome | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4750063","VCV004750063","cancer","COMMON Syndrome | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4750588","VCV004750588","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4763001","VCV004763001","cancer","Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4766403","VCV004766403","cancer","Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4767416","VCV004767416","cancer","Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4767798","VCV004767798","cancer","Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4769703","VCV004769703","cancer","Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4771312","VCV004771312","cancer","TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4771655","VCV004771655","cancer","TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4772785","VCV004772785","cancer","COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
