Gene,Frequency,Databases,Coverage_Percentage
LINC03003,1,gwasrapidd,11.11111111111111
LINC03010,1,gwasrapidd,11.11111111111111
LINC02731,1,gwasrapidd,11.11111111111111
LINC02740,1,gwasrapidd,11.11111111111111
LINC02743,1,gwasrapidd,11.11111111111111
LINC02778,1,gwasrapidd,11.11111111111111
LINC02780,1,gwasrapidd,11.11111111111111
LINC02782,1,gwasrapidd,11.11111111111111
LINC02796,1,gwasrapidd,11.11111111111111
LINC02840,1,gwasrapidd,11.11111111111111
LOC100421091,1,gwasrapidd,11.11111111111111
LOC100421246,1,gwasrapidd,11.11111111111111
LOC100421782,1,gwasrapidd,11.11111111111111
LOC100421855,1,gwasrapidd,11.11111111111111
LOC100422204,1,gwasrapidd,11.11111111111111
LOC100422497,1,gwasrapidd,11.11111111111111
LOC100422524,1,gwasrapidd,11.11111111111111
LOC100505498,1,gwasrapidd,11.11111111111111
LOC100419679,1,gwasrapidd,11.11111111111111
LOC100419721,1,gwasrapidd,11.11111111111111
LOC100419830,1,gwasrapidd,11.11111111111111
LOC100419870,1,gwasrapidd,11.11111111111111
LOC100420339,1,gwasrapidd,11.11111111111111
LOC100420742,1,gwasrapidd,11.11111111111111
LOC100420982,1,gwasrapidd,11.11111111111111
LOC100421028,1,gwasrapidd,11.11111111111111
LOC100286922,1,gwasrapidd,11.11111111111111
LOC100286962,1,gwasrapidd,11.11111111111111
LOC100286973,1,gwasrapidd,11.11111111111111
LOC100287148,1,gwasrapidd,11.11111111111111
LOC100288914,1,gwasrapidd,11.11111111111111
LOC100418938,1,gwasrapidd,11.11111111111111
LOC100419059,1,gwasrapidd,11.11111111111111
LOC100419096,1,gwasrapidd,11.11111111111111
LOC100129455,1,gwasrapidd,11.11111111111111
LOC100129534,1,gwasrapidd,11.11111111111111
LOC100130298,1,gwasrapidd,11.11111111111111
LOC100131294,1,gwasrapidd,11.11111111111111
LOC100131496,1,gwasrapidd,11.11111111111111
LOC100133077,1,gwasrapidd,11.11111111111111
LOC100216346,1,gwasrapidd,11.11111111111111
LOC100240714,1,gwasrapidd,11.11111111111111
LOC101927898,1,gwasrapidd,11.11111111111111
LOC101927995,1,gwasrapidd,11.11111111111111
LOC101928008,1,gwasrapidd,11.11111111111111
LOC101928371,1,gwasrapidd,11.11111111111111
LOC101928417,1,gwasrapidd,11.11111111111111
LOC101928446,1,gwasrapidd,11.11111111111111
LOC101928718,1,gwasrapidd,11.11111111111111
LOC101928775,1,gwasrapidd,11.11111111111111
LOC101927245,1,gwasrapidd,11.11111111111111
LOC101927263,1,gwasrapidd,11.11111111111111
LOC101927558,1,gwasrapidd,11.11111111111111
LOC101927575,1,gwasrapidd,11.11111111111111
LOC101927661,1,gwasrapidd,11.11111111111111
LOC101927712,1,gwasrapidd,11.11111111111111
LOC101927790,1,gwasrapidd,11.11111111111111
LOC101927864,1,gwasrapidd,11.11111111111111
LOC100533677,1,gwasrapidd,11.11111111111111
LOC100652743,1,gwasrapidd,11.11111111111111
LOC100652999,1,gwasrapidd,11.11111111111111
LOC101060064,1,gwasrapidd,11.11111111111111
LOC101926948,1,gwasrapidd,11.11111111111111
LOC101927066,1,gwasrapidd,11.11111111111111
LOC101927166,1,gwasrapidd,11.11111111111111
LOC101927180,1,gwasrapidd,11.11111111111111
LOC100506281,1,gwasrapidd,11.11111111111111
LOC100506403,1,gwasrapidd,11.11111111111111
LOC100506576,1,gwasrapidd,11.11111111111111
LOC100506869,1,gwasrapidd,11.11111111111111
LOC100507346,1,gwasrapidd,11.11111111111111
LOC100507547,1,gwasrapidd,11.11111111111111
LOC100526841,1,gwasrapidd,11.11111111111111
LOC100533659,1,gwasrapidd,11.11111111111111
LOC105369781,1,gwasrapidd,11.11111111111111
LOC105369782,1,gwasrapidd,11.11111111111111
LOC105369932,1,gwasrapidd,11.11111111111111
LOC105370011,1,gwasrapidd,11.11111111111111
LOC105370012,1,gwasrapidd,11.11111111111111
LOC105370027,1,gwasrapidd,11.11111111111111
LOC105370088,1,gwasrapidd,11.11111111111111
LOC105370328,1,gwasrapidd,11.11111111111111
LOC102725258,1,gwasrapidd,11.11111111111111
LOC103344931,1,gwasrapidd,11.11111111111111
LOC105369212,1,gwasrapidd,11.11111111111111
LOC105369225,1,gwasrapidd,11.11111111111111
LOC105369460,1,gwasrapidd,11.11111111111111
LOC105369463,1,gwasrapidd,11.11111111111111
LOC105369747,1,gwasrapidd,11.11111111111111
LOC105369753,1,gwasrapidd,11.11111111111111
LOC102723704,1,gwasrapidd,11.11111111111111
LOC102723763,1,gwasrapidd,11.11111111111111
LOC102723862,1,gwasrapidd,11.11111111111111
LOC102724333,1,gwasrapidd,11.11111111111111
LOC102724612,1,gwasrapidd,11.11111111111111
LOC102724719,1,gwasrapidd,11.11111111111111
LOC102724772,1,gwasrapidd,11.11111111111111
LOC102724949,1,gwasrapidd,11.11111111111111
LOC101929507,1,gwasrapidd,11.11111111111111
LOC101929609,1,gwasrapidd,11.11111111111111
LOC101929645,1,gwasrapidd,11.11111111111111
LOC101929650,1,gwasrapidd,11.11111111111111
LOC101929698,1,gwasrapidd,11.11111111111111
LOC101930421,1,gwasrapidd,11.11111111111111
LOC101930496,1,gwasrapidd,11.11111111111111
LOC102723445,1,gwasrapidd,11.11111111111111
LOC105371855,1,gwasrapidd,11.11111111111111
LOC105372105,1,gwasrapidd,11.11111111111111
LOC105372106,1,gwasrapidd,11.11111111111111
LOC105372107,1,gwasrapidd,11.11111111111111
LOC105372143,1,gwasrapidd,11.11111111111111
LOC105372401,1,gwasrapidd,11.11111111111111
LOC105372547,1,gwasrapidd,11.11111111111111
LOC105372592,1,gwasrapidd,11.11111111111111
LOC105371485,1,gwasrapidd,11.11111111111111
LOC105371486,1,gwasrapidd,11.11111111111111
LOC105371623,1,gwasrapidd,11.11111111111111
LOC105371793,1,gwasrapidd,11.11111111111111
LOC105371795,1,gwasrapidd,11.11111111111111
LOC105371800,1,gwasrapidd,11.11111111111111
LOC105371802,1,gwasrapidd,11.11111111111111
LOC105371808,1,gwasrapidd,11.11111111111111
LOC105370955,1,gwasrapidd,11.11111111111111
LOC105370970,1,gwasrapidd,11.11111111111111
LOC105370997,1,gwasrapidd,11.11111111111111
LOC105370998,1,gwasrapidd,11.11111111111111
LOC105371042,1,gwasrapidd,11.11111111111111
LOC105371116,1,gwasrapidd,11.11111111111111
LOC105371117,1,gwasrapidd,11.11111111111111
LOC105371344,1,gwasrapidd,11.11111111111111
LOC105370419,1,gwasrapidd,11.11111111111111
LOC105370420,1,gwasrapidd,11.11111111111111
LOC105370421,1,gwasrapidd,11.11111111111111
LOC105370569,1,gwasrapidd,11.11111111111111
LOC105370573,1,gwasrapidd,11.11111111111111
LOC105370635,1,gwasrapidd,11.11111111111111
LOC105370878,1,gwasrapidd,11.11111111111111
LOC105370904,1,gwasrapidd,11.11111111111111
LOC105375074,1,gwasrapidd,11.11111111111111
LOC105375075,1,gwasrapidd,11.11111111111111
LOC105375138,1,gwasrapidd,11.11111111111111
LOC105375162,1,gwasrapidd,11.11111111111111
LOC105375166,1,gwasrapidd,11.11111111111111
LOC105375167,1,gwasrapidd,11.11111111111111
LOC105375245,1,gwasrapidd,11.11111111111111
LOC105375247,1,gwasrapidd,11.11111111111111
LOC105374699,1,gwasrapidd,11.11111111111111
LOC105374848,1,gwasrapidd,11.11111111111111
LOC105374904,1,gwasrapidd,11.11111111111111
LOC105374934,1,gwasrapidd,11.11111111111111
LOC105374935,1,gwasrapidd,11.11111111111111
LOC105375005,1,gwasrapidd,11.11111111111111
LOC105375008,1,gwasrapidd,11.11111111111111
LOC105375047,1,gwasrapidd,11.11111111111111
LOC105373153,1,gwasrapidd,11.11111111111111
LOC105373265,1,gwasrapidd,11.11111111111111
LOC105373680,1,gwasrapidd,11.11111111111111
LOC105373682,1,gwasrapidd,11.11111111111111
LOC105373700,1,gwasrapidd,11.11111111111111
LOC105373722,1,gwasrapidd,11.11111111111111
LOC105374421,1,gwasrapidd,11.11111111111111
LOC105374423,1,gwasrapidd,11.11111111111111
LOC105372676,1,gwasrapidd,11.11111111111111
LOC105372703,1,gwasrapidd,11.11111111111111
LOC105372791,1,gwasrapidd,11.11111111111111
LOC105372862,1,gwasrapidd,11.11111111111111
LOC105372863,1,gwasrapidd,11.11111111111111
LOC105372916,1,gwasrapidd,11.11111111111111
LOC105372920,1,gwasrapidd,11.11111111111111
LOC105372957,1,gwasrapidd,11.11111111111111
LOC105376335,1,gwasrapidd,11.11111111111111
LOC105376342,1,gwasrapidd,11.11111111111111
LOC105376344,1,gwasrapidd,11.11111111111111
LOC105376387,1,gwasrapidd,11.11111111111111
LOC105376398,1,gwasrapidd,11.11111111111111
LOC105376399,1,gwasrapidd,11.11111111111111
LOC105376400,1,gwasrapidd,11.11111111111111
LOC105376418,1,gwasrapidd,11.11111111111111
LOC105376079,1,gwasrapidd,11.11111111111111
LOC105376157,1,gwasrapidd,11.11111111111111
LOC105376158,1,gwasrapidd,11.11111111111111
LOC105376204,1,gwasrapidd,11.11111111111111
LOC105376234,1,gwasrapidd,11.11111111111111
LOC105376235,1,gwasrapidd,11.11111111111111
LOC105376240,1,gwasrapidd,11.11111111111111
LOC105376267,1,gwasrapidd,11.11111111111111
LOC105375685,1,gwasrapidd,11.11111111111111
LOC105375686,1,gwasrapidd,11.11111111111111
LOC105375845,1,gwasrapidd,11.11111111111111
LOC105375846,1,gwasrapidd,11.11111111111111
LOC105375892,1,gwasrapidd,11.11111111111111
LOC105375921,1,gwasrapidd,11.11111111111111
LOC105375922,1,gwasrapidd,11.11111111111111
LOC105376005,1,gwasrapidd,11.11111111111111
LOC105375466,1,gwasrapidd,11.11111111111111
LOC105375467,1,gwasrapidd,11.11111111111111
LOC105375532,1,gwasrapidd,11.11111111111111
LOC105375594,1,gwasrapidd,11.11111111111111
LOC105375629,1,gwasrapidd,11.11111111111111
LOC105375630,1,gwasrapidd,11.11111111111111
LOC105375655,1,gwasrapidd,11.11111111111111
LOC105375684,1,gwasrapidd,11.11111111111111
LOC105378298,1,gwasrapidd,11.11111111111111
LOC105378316,1,gwasrapidd,11.11111111111111
LOC105378347,1,gwasrapidd,11.11111111111111
LOC105378379,1,gwasrapidd,11.11111111111111
LOC105378406,1,gwasrapidd,11.11111111111111
LOC105378407,1,gwasrapidd,11.11111111111111
LOC105378408,1,gwasrapidd,11.11111111111111
LOC105378412,1,gwasrapidd,11.11111111111111
LOC105377905,1,gwasrapidd,11.11111111111111
LOC105377908,1,gwasrapidd,11.11111111111111
LOC105378004,1,gwasrapidd,11.11111111111111
LOC105378208,1,gwasrapidd,11.11111111111111
LOC105378209,1,gwasrapidd,11.11111111111111
LOC105378213,1,gwasrapidd,11.11111111111111
LOC105378236,1,gwasrapidd,11.11111111111111
LOC105378237,1,gwasrapidd,11.11111111111111
LOC105377013,1,gwasrapidd,11.11111111111111
LOC105377034,1,gwasrapidd,11.11111111111111
LOC105377124,1,gwasrapidd,11.11111111111111
LOC105377202,1,gwasrapidd,11.11111111111111
LOC105377399,1,gwasrapidd,11.11111111111111
LOC105377635,1,gwasrapidd,11.11111111111111
LOC105377668,1,gwasrapidd,11.11111111111111
LOC105377731,1,gwasrapidd,11.11111111111111
LOC105376426,1,gwasrapidd,11.11111111111111
LOC105376475,1,gwasrapidd,11.11111111111111
LOC105376476,1,gwasrapidd,11.11111111111111
LOC105376682,1,gwasrapidd,11.11111111111111
LOC105376686,1,gwasrapidd,11.11111111111111
LOC105376695,1,gwasrapidd,11.11111111111111
LOC105376733,1,gwasrapidd,11.11111111111111
LOC105376984,1,gwasrapidd,11.11111111111111
LOC105379328,1,gwasrapidd,11.11111111111111
LOC105379641,1,gwasrapidd,11.11111111111111
LOC107983982,1,gwasrapidd,11.11111111111111
LOC107984015,1,gwasrapidd,11.11111111111111
LOC107984118,1,gwasrapidd,11.11111111111111
LOC107984171,1,gwasrapidd,11.11111111111111
LOC107984172,1,gwasrapidd,11.11111111111111
LOC107984173,1,gwasrapidd,11.11111111111111
LOC105379042,1,gwasrapidd,11.11111111111111
LOC105379083,1,gwasrapidd,11.11111111111111
LOC105379109,1,gwasrapidd,11.11111111111111
LOC105379154,1,gwasrapidd,11.11111111111111
LOC105379167,1,gwasrapidd,11.11111111111111
LOC105379182,1,gwasrapidd,11.11111111111111
LOC105379183,1,gwasrapidd,11.11111111111111
LOC105379289,1,gwasrapidd,11.11111111111111
LOC105378606,1,gwasrapidd,11.11111111111111
LOC105378651,1,gwasrapidd,11.11111111111111
LOC105378796,1,gwasrapidd,11.11111111111111
LOC105378797,1,gwasrapidd,11.11111111111111
LOC105378800,1,gwasrapidd,11.11111111111111
LOC105378801,1,gwasrapidd,11.11111111111111
LOC105378888,1,gwasrapidd,11.11111111111111
LOC105378959,1,gwasrapidd,11.11111111111111
LOC105378433,1,gwasrapidd,11.11111111111111
LOC105378525,1,gwasrapidd,11.11111111111111
LOC105378530,1,gwasrapidd,11.11111111111111
LOC105378562,1,gwasrapidd,11.11111111111111
LOC105378571,1,gwasrapidd,11.11111111111111
LOC105378593,1,gwasrapidd,11.11111111111111
LOC105378604,1,gwasrapidd,11.11111111111111
LOC105378605,1,gwasrapidd,11.11111111111111
LOC107985147,1,gwasrapidd,11.11111111111111
LOC107985203,1,gwasrapidd,11.11111111111111
LOC107985287,1,gwasrapidd,11.11111111111111
LOC107985291,1,gwasrapidd,11.11111111111111
LOC107985329,1,gwasrapidd,11.11111111111111
LOC107985391,1,gwasrapidd,11.11111111111111
LOC107985398,1,gwasrapidd,11.11111111111111
LOC107985461,1,gwasrapidd,11.11111111111111
LOC107984906,1,gwasrapidd,11.11111111111111
LOC107984909,1,gwasrapidd,11.11111111111111
LOC107984963,1,gwasrapidd,11.11111111111111
LOC107984988,1,gwasrapidd,11.11111111111111
LOC107985020,1,gwasrapidd,11.11111111111111
LOC107985026,1,gwasrapidd,11.11111111111111
LOC107985028,1,gwasrapidd,11.11111111111111
LOC107985118,1,gwasrapidd,11.11111111111111
LOC107984334,1,gwasrapidd,11.11111111111111
LOC107984498,1,gwasrapidd,11.11111111111111
LOC107984499,1,gwasrapidd,11.11111111111111
LOC107984543,1,gwasrapidd,11.11111111111111
LOC107984563,1,gwasrapidd,11.11111111111111
LOC107984566,1,gwasrapidd,11.11111111111111
LOC107984690,1,gwasrapidd,11.11111111111111
LOC107984735,1,gwasrapidd,11.11111111111111
LOC107984174,1,gwasrapidd,11.11111111111111
LOC107984253,1,gwasrapidd,11.11111111111111
LOC107984265,1,gwasrapidd,11.11111111111111
LOC107984270,1,gwasrapidd,11.11111111111111
LOC107984273,1,gwasrapidd,11.11111111111111
LOC107984275,1,gwasrapidd,11.11111111111111
LOC107984282,1,gwasrapidd,11.11111111111111
LOC107984321,1,gwasrapidd,11.11111111111111
LOC107986933,1,gwasrapidd,11.11111111111111
LOC107987014,1,gwasrapidd,11.11111111111111
LOC107987042,1,gwasrapidd,11.11111111111111
LOC107987243,1,gwasrapidd,11.11111111111111
LOC112268087,1,gwasrapidd,11.11111111111111
LOC112268156,1,gwasrapidd,11.11111111111111
LOC112268183,1,gwasrapidd,11.11111111111111
LOC112268219,1,gwasrapidd,11.11111111111111
LOC107986626,1,gwasrapidd,11.11111111111111
LOC107986660,1,gwasrapidd,11.11111111111111
LOC107986722,1,gwasrapidd,11.11111111111111
LOC107986750,1,gwasrapidd,11.11111111111111
LOC107986764,1,gwasrapidd,11.11111111111111
LOC107986789,1,gwasrapidd,11.11111111111111
LOC107986853,1,gwasrapidd,11.11111111111111
LOC107986931,1,gwasrapidd,11.11111111111111
LOC107985983,1,gwasrapidd,11.11111111111111
LOC107985984,1,gwasrapidd,11.11111111111111
LOC107986042,1,gwasrapidd,11.11111111111111
LOC107986166,1,gwasrapidd,11.11111111111111
LOC107986384,1,gwasrapidd,11.11111111111111
LOC107986385,1,gwasrapidd,11.11111111111111
LOC107986482,1,gwasrapidd,11.11111111111111
LOC107986594,1,gwasrapidd,11.11111111111111
LOC107985561,1,gwasrapidd,11.11111111111111
LOC107985580,1,gwasrapidd,11.11111111111111
LOC107985828,1,gwasrapidd,11.11111111111111
LOC107985830,1,gwasrapidd,11.11111111111111
LOC107985908,1,gwasrapidd,11.11111111111111
LOC107985953,1,gwasrapidd,11.11111111111111
LOC107985963,1,gwasrapidd,11.11111111111111
LOC107985978,1,gwasrapidd,11.11111111111111
LOC124900913,1,gwasrapidd,11.11111111111111
LOC124901018,1,gwasrapidd,11.11111111111111
LOC124901025,1,gwasrapidd,11.11111111111111
LOC124901122,1,gwasrapidd,11.11111111111111
LOC124901124,1,gwasrapidd,11.11111111111111
LOC124901133,1,gwasrapidd,11.11111111111111
LOC124901136,1,gwasrapidd,11.11111111111111
LOC124901138,1,gwasrapidd,11.11111111111111
LOC124900512,1,gwasrapidd,11.11111111111111
LOC124900525,1,gwasrapidd,11.11111111111111
LOC124900596,1,gwasrapidd,11.11111111111111
LOC124900609,1,gwasrapidd,11.11111111111111
LOC124900656,1,gwasrapidd,11.11111111111111
LOC124900743,1,gwasrapidd,11.11111111111111
LOC124900846,1,gwasrapidd,11.11111111111111
LOC124900903,1,gwasrapidd,11.11111111111111
LOC124900322,1,gwasrapidd,11.11111111111111
LOC124900330,1,gwasrapidd,11.11111111111111
LOC124900334,1,gwasrapidd,11.11111111111111
LOC124900382,1,gwasrapidd,11.11111111111111
LOC124900445,1,gwasrapidd,11.11111111111111
LOC124900451,1,gwasrapidd,11.11111111111111
LOC124900460,1,gwasrapidd,11.11111111111111
LOC124900476,1,gwasrapidd,11.11111111111111
LOC112268234,1,gwasrapidd,11.11111111111111
LOC112268239,1,gwasrapidd,11.11111111111111
LOC112268269,1,gwasrapidd,11.11111111111111
LOC112268443,1,gwasrapidd,11.11111111111111
LOC124900206,1,gwasrapidd,11.11111111111111
LOC124900244,1,gwasrapidd,11.11111111111111
LOC124900273,1,gwasrapidd,11.11111111111111
LOC124900287,1,gwasrapidd,11.11111111111111
LOC124901727,1,gwasrapidd,11.11111111111111
LOC124901733,1,gwasrapidd,11.11111111111111
LOC124901850,1,gwasrapidd,11.11111111111111
LOC124901862,1,gwasrapidd,11.11111111111111
LOC124901889,1,gwasrapidd,11.11111111111111
LOC124901902,1,gwasrapidd,11.11111111111111
LOC124901913,1,gwasrapidd,11.11111111111111
LOC124901927,1,gwasrapidd,11.11111111111111
LOC124901503,1,gwasrapidd,11.11111111111111
LOC124901515,1,gwasrapidd,11.11111111111111
LOC124901559,1,gwasrapidd,11.11111111111111
LOC124901573,1,gwasrapidd,11.11111111111111
LOC124901584,1,gwasrapidd,11.11111111111111
LOC124901618,1,gwasrapidd,11.11111111111111
LOC124901711,1,gwasrapidd,11.11111111111111
LOC124901726,1,gwasrapidd,11.11111111111111
LOC124901233,1,gwasrapidd,11.11111111111111
LOC124901262,1,gwasrapidd,11.11111111111111
LOC124901275,1,gwasrapidd,11.11111111111111
LOC124901323,1,gwasrapidd,11.11111111111111
LOC124901427,1,gwasrapidd,11.11111111111111
LOC124901439,1,gwasrapidd,11.11111111111111
LOC124901481,1,gwasrapidd,11.11111111111111
LOC124901492,1,gwasrapidd,11.11111111111111
LOC124901151,1,gwasrapidd,11.11111111111111
LOC124901207,1,gwasrapidd,11.11111111111111
LOC124901210,1,gwasrapidd,11.11111111111111
LOC124901213,1,gwasrapidd,11.11111111111111
LOC124901216,1,gwasrapidd,11.11111111111111
LOC124901218,1,gwasrapidd,11.11111111111111
LOC124901225,1,gwasrapidd,11.11111111111111
LOC124901230,1,gwasrapidd,11.11111111111111
LOC124902498,1,gwasrapidd,11.11111111111111
LOC124902502,1,gwasrapidd,11.11111111111111
LOC124902503,1,gwasrapidd,11.11111111111111
LOC124902504,1,gwasrapidd,11.11111111111111
LOC124902519,1,gwasrapidd,11.11111111111111
LOC124902545,1,gwasrapidd,11.11111111111111
LOC124902562,1,gwasrapidd,11.11111111111111
LOC124902563,1,gwasrapidd,11.11111111111111
LOC124902385,1,gwasrapidd,11.11111111111111
LOC124902402,1,gwasrapidd,11.11111111111111
LOC124902405,1,gwasrapidd,11.11111111111111
LOC124902407,1,gwasrapidd,11.11111111111111
LOC124902425,1,gwasrapidd,11.11111111111111
LOC124902427,1,gwasrapidd,11.11111111111111
LOC124902444,1,gwasrapidd,11.11111111111111
LOC124902473,1,gwasrapidd,11.11111111111111
LOC124902175,1,gwasrapidd,11.11111111111111
LOC124902294,1,gwasrapidd,11.11111111111111
LOC124902320,1,gwasrapidd,11.11111111111111
LOC124902336,1,gwasrapidd,11.11111111111111
LOC124902356,1,gwasrapidd,11.11111111111111
LOC124902361,1,gwasrapidd,11.11111111111111
LOC124902364,1,gwasrapidd,11.11111111111111
LOC124902379,1,gwasrapidd,11.11111111111111
LOC124901961,1,gwasrapidd,11.11111111111111
LOC124901973,1,gwasrapidd,11.11111111111111
LOC124901998,1,gwasrapidd,11.11111111111111
LOC124902025,1,gwasrapidd,11.11111111111111
LOC124902063,1,gwasrapidd,11.11111111111111
LOC124902103,1,gwasrapidd,11.11111111111111
LOC124902109,1,gwasrapidd,11.11111111111111
LOC124902130,1,gwasrapidd,11.11111111111111
LOC124903033,1,gwasrapidd,11.11111111111111
LOC124903044,1,gwasrapidd,11.11111111111111
LOC124903058,1,gwasrapidd,11.11111111111111
LOC124903059,1,gwasrapidd,11.11111111111111
LOC124903212,1,gwasrapidd,11.11111111111111
LOC124903232,1,gwasrapidd,11.11111111111111
LOC124903272,1,gwasrapidd,11.11111111111111
LOC124903305,1,gwasrapidd,11.11111111111111
LOC124902879,1,gwasrapidd,11.11111111111111
LOC124902937,1,gwasrapidd,11.11111111111111
LOC124902938,1,gwasrapidd,11.11111111111111
LOC124902942,1,gwasrapidd,11.11111111111111
LOC124902943,1,gwasrapidd,11.11111111111111
LOC124902945,1,gwasrapidd,11.11111111111111
LOC124902946,1,gwasrapidd,11.11111111111111
LOC124902949,1,gwasrapidd,11.11111111111111
LOC124902692,1,gwasrapidd,11.11111111111111
LOC124902725,1,gwasrapidd,11.11111111111111
LOC124902726,1,gwasrapidd,11.11111111111111
LOC124902739,1,gwasrapidd,11.11111111111111
LOC124902823,1,gwasrapidd,11.11111111111111
LOC124902827,1,gwasrapidd,11.11111111111111
LOC124902835,1,gwasrapidd,11.11111111111111
LOC124902877,1,gwasrapidd,11.11111111111111
LOC124902564,1,gwasrapidd,11.11111111111111
LOC124902567,1,gwasrapidd,11.11111111111111
LOC124902572,1,gwasrapidd,11.11111111111111
LOC124902598,1,gwasrapidd,11.11111111111111
LOC124902628,1,gwasrapidd,11.11111111111111
LOC124902662,1,gwasrapidd,11.11111111111111
LOC124902670,1,gwasrapidd,11.11111111111111
LOC124902679,1,gwasrapidd,11.11111111111111
LOC124903750,1,gwasrapidd,11.11111111111111
LOC124903823,1,gwasrapidd,11.11111111111111
LOC124903824,1,gwasrapidd,11.11111111111111
LOC124903827,1,gwasrapidd,11.11111111111111
LOC124903828,1,gwasrapidd,11.11111111111111
LOC124903832,1,gwasrapidd,11.11111111111111
LOC124903835,1,gwasrapidd,11.11111111111111
LOC124903852,1,gwasrapidd,11.11111111111111
LOC124903635,1,gwasrapidd,11.11111111111111
LOC124903636,1,gwasrapidd,11.11111111111111
LOC124903660,1,gwasrapidd,11.11111111111111
LOC124903701,1,gwasrapidd,11.11111111111111
LOC124903723,1,gwasrapidd,11.11111111111111
LOC124903733,1,gwasrapidd,11.11111111111111
LOC124903748,1,gwasrapidd,11.11111111111111
LOC124903749,1,gwasrapidd,11.11111111111111
LOC124903561,1,gwasrapidd,11.11111111111111
LOC124903570,1,gwasrapidd,11.11111111111111
LOC124903583,1,gwasrapidd,11.11111111111111
LOC124903584,1,gwasrapidd,11.11111111111111
LOC124903621,1,gwasrapidd,11.11111111111111
LOC124903622,1,gwasrapidd,11.11111111111111
LOC124903623,1,gwasrapidd,11.11111111111111
LOC124903624,1,gwasrapidd,11.11111111111111
LOC124903336,1,gwasrapidd,11.11111111111111
LOC124903348,1,gwasrapidd,11.11111111111111
LOC124903512,1,gwasrapidd,11.11111111111111
LOC124903519,1,gwasrapidd,11.11111111111111
LOC124903539,1,gwasrapidd,11.11111111111111
LOC124903556,1,gwasrapidd,11.11111111111111
